val/loss,val/auroc,val/auroc_No finding,val/auroc_Bronchitis,val/auroc_Brocho-pneumonia,val/auroc_Bronchiolitis,val/auroc_Pneumonia,val/auroc_Other disease,epoch,step,train/loss
1.0605859756469727,0.6614658832550049,0.6656738519668579,0.6108749508857727,0.659223198890686,0.6312586665153503,0.7291972041130066,0.6725674271583557,0,245,
,,,,,,,,0,245,1.1421658992767334
1.04323410987854,0.6701755523681641,0.6681038737297058,0.6287407279014587,0.6584891676902771,0.6551037430763245,0.7420701384544373,0.6685455441474915,1,491,
,,,,,,,,1,491,1.1153812408447266
1.033377766609192,0.6713438034057617,0.6703123450279236,0.6328011751174927,0.6586823463439941,0.6610926985740662,0.7353280186653137,0.6698462963104248,2,737,
,,,,,,,,2,737,1.0967189073562622
1.0285766124725342,0.6706981658935547,0.6678710579872131,0.6383129358291626,0.6594807505607605,0.6588243246078491,0.7318871021270752,0.6678129434585571,3,983,
,,,,,,,,3,983,1.0839831829071045
1.014675498008728,0.6746367812156677,0.6716606616973877,0.6413539052009583,0.6594807505607605,0.6633748412132263,0.7378432154655457,0.6741074323654175,4,1229,
,,,,,,,,4,1229,1.0742037296295166
1.017993450164795,0.6718288660049438,0.6719536185264587,0.638632595539093,0.6671817898750305,0.6658782958984375,0.7218612432479858,0.6654655933380127,5,1475,
,,,,,,,,5,1475,1.0681513547897339
1.0159283876419067,0.6794535517692566,0.6807986497879028,0.6425029635429382,0.6769561767578125,0.6737344264984131,0.7312233448028564,0.671505868434906,6,1721,
,,,,,,,,6,1721,1.0565447807312012
0.9957093596458435,0.6894659399986267,0.6884642839431763,0.6502522826194763,0.682158887386322,0.6761963963508606,0.7554495930671692,0.6842742562294006,7,1967,
,,,,,,,,7,1967,1.0432454347610474
0.9981726408004761,0.6909148693084717,0.6917206048965454,0.6526798605918884,0.6905810832977295,0.682669460773468,0.7429958581924438,0.6848424077033997,8,2213,
,,,,,,,,8,2213,1.0320980548858643
0.9909553527832031,0.6952581405639648,0.697932779788971,0.6578720211982727,0.6911605596542358,0.6833609938621521,0.7580695748329163,0.6831529140472412,9,2459,
,,,,,,,,9,2459,1.0223422050476074
0.985830545425415,0.69756019115448,0.7005919218063354,0.6606192588806152,0.6952815055847168,0.6805809140205383,0.7621742486953735,0.6861132979393005,10,2705,
,,,,,,,,10,2705,1.0122218132019043
0.9818102717399597,0.6982476115226746,0.7016134858131409,0.6646796464920044,0.6995312571525574,0.6797648668289185,0.7599210739135742,0.6839752197265625,11,2951,
,,,,,,,,11,2951,1.0050570964813232
0.9764598608016968,0.7034050226211548,0.703987181186676,0.6699927449226379,0.7001236081123352,0.6825587749481201,0.7718682289123535,0.6918994188308716,12,3197,
,,,,,,,,12,3197,0.9979286789894104
0.9771127700805664,0.7052586078643799,0.7048923373222351,0.6751589775085449,0.7054293751716614,0.6814937591552734,0.768043041229248,0.696534276008606,13,3443,
,,,,,,,,13,3443,0.9917954802513123
0.9736224412918091,0.7073656320571899,0.7071571350097656,0.6771632432937622,0.7064982056617737,0.6813693046569824,0.7757108807563782,0.6962950825691223,14,3689,
,,,,,,,,14,3689,0.9838035702705383
0.9732675552368164,0.7100130319595337,0.7094143629074097,0.6813877820968628,0.7086874842643738,0.6905394196510315,0.7732306122779846,0.6968183517456055,15,3935,
,,,,,,,,15,3935,0.9810999631881714
0.9758257865905762,0.7090016603469849,0.7057486772537231,0.6821653246879578,0.7097305655479431,0.6800000071525574,0.7708901166915894,0.7054751515388489,16,4181,
,,,,,,,,16,4181,0.9739044904708862
0.9809534549713135,0.7054408192634583,0.703130841255188,0.6817160844802856,0.7101169228553772,0.667316734790802,0.7668029069900513,0.7035613656044006,17,4427,
,,,,,,,,17,4427,0.9720897078514099
0.9659435153007507,0.7130943536758423,0.7096021771430969,0.6923249959945679,0.7138000130653381,0.6802074909210205,0.7795186042785645,0.7031128406524658,18,4673,
,,,,,,,,18,4673,0.9667637348175049
0.967011034488678,0.7133188247680664,0.7113448977470398,0.6922126412391663,0.7166975736618042,0.6779529452323914,0.77599036693573,0.7057143449783325,19,4919,
,,,,,,,,19,4919,0.9611619114875793
0.9733626842498779,0.717125654220581,0.7132378220558167,0.6946662068367004,0.7158476114273071,0.6931950449943542,0.7785230278968811,0.7072842717170715,20,5165,
,,,,,,,,20,5165,0.958405613899231
0.9669463634490967,0.7156832814216614,0.7127833962440491,0.6976985335350037,0.7161438465118408,0.6860719323158264,0.7806364893913269,0.7007654905319214,21,5411,
,,,,,,,,21,5411,0.9517689943313599
0.9656051397323608,0.7145509123802185,0.7097862362861633,0.6969037055969238,0.7173286080360413,0.6799585223197937,0.7769859433174133,0.706342339515686,22,5657,
,,,,,,,,22,5657,0.9516628980636597
0.9697137475013733,0.7153124213218689,0.7107627391815186,0.7018625736236572,0.7181656360626221,0.6821300387382507,0.7795186042785645,0.6994348168373108,23,5903,
,,,,,,,,23,5903,0.9488186240196228
0.9605122804641724,0.7179309725761414,0.7138725519180298,0.7005667090415955,0.7182944416999817,0.6880359649658203,0.7781562209129333,0.7086597681045532,24,6149,
,,,,,,,,24,6149,0.9451305866241455
0.9613584876060486,0.7203359603881836,0.7145861983299255,0.7060093879699707,0.7196852564811707,0.6911064982414246,0.7854223251342773,0.705206036567688,25,6395,
,,,,,,,,25,6395,0.9383000731468201
0.9628291130065918,0.7176994681358337,0.7131777405738831,0.7035990953445435,0.7208313941955566,0.6836099624633789,0.7793090343475342,0.7056695222854614,26,6641,
,,,,,,,,26,6641,0.9352681636810303
0.9635781049728394,0.7173537015914917,0.7113336324691772,0.7057415843009949,0.7193633317947388,0.6789626479148865,0.782872200012207,0.7058489322662354,27,6887,
,,,,,,,,27,6887,0.9335188865661621
0.9677777290344238,0.7177707552909851,0.7106951475143433,0.7077372074127197,0.7206639647483826,0.6816182732582092,0.7845315337181091,0.7013785243034363,28,7133,
,,,,,,,,28,7133,0.9286916255950928
0.9686065912246704,0.7191964387893677,0.7123401761054993,0.7150718569755554,0.7224282622337341,0.6842185258865356,0.7857367396354675,0.6953830718994141,29,7379,
,,,,,,,,29,7379,0.9260041117668152
0.9643364548683167,0.717022180557251,0.7102068662643433,0.7094478011131287,0.7222995162010193,0.6789903044700623,0.7812303304672241,0.6999581456184387,30,7625,
,,,,,,,,30,7625,0.9259124398231506
0.9626115560531616,0.7211257219314575,0.7137598991394043,0.7119876742362976,0.7213207483291626,0.6840940713882446,0.7869768738746643,0.7086148858070374,31,7871,
,,,,,,,,31,7871,0.9201686382293701
0.9694554805755615,0.7208863496780396,0.7146537899971008,0.7152619361877441,0.7213722467422485,0.688298761844635,0.7870292663574219,0.6987022161483765,32,8117,
,,,,,,,,32,8117,0.9177657961845398
0.9692704081535339,0.7191586494445801,0.7119120359420776,0.7170416116714478,0.7221320867538452,0.6868741512298584,0.7811604738235474,0.6958315968513489,33,8363,
,,,,,,,,33,8363,0.9164133071899414
0.9672780632972717,0.7203764319419861,0.7136547565460205,0.7124110460281372,0.7226986885070801,0.6920055150985718,0.7819639444351196,0.6995245218276978,34,8609,
,,,,,,,,34,8609,0.9114001393318176
0.9638596773147583,0.7226696610450745,0.715851902961731,0.7156420350074768,0.7228789925575256,0.69322270154953,0.7867148518562317,0.7017074227333069,35,8855,
,,,,,,,,35,8855,0.905853271484375
0.9664822816848755,0.7206833958625793,0.7127232551574707,0.7171279788017273,0.72182297706604,0.6925034523010254,0.7830294370651245,0.6968931555747986,36,9101,
,,,,,,,,36,9101,0.9052861928939819
0.9688140153884888,0.7220953106880188,0.7137148380279541,0.7171452641487122,0.7222093343734741,0.6902904510498047,0.7863830327987671,0.7028287649154663,37,9347,
,,,,,,,,37,9347,0.9032638072967529
0.9719197154045105,0.7247661352157593,0.7167758345603943,0.7246613502502441,0.7244114875793457,0.696556031703949,0.7903304696083069,0.6958615183830261,38,9593,
,,,,,,,,38,9593,0.9014867544174194
0.9779478311538696,0.7204197645187378,0.7121110558509827,0.7197456359863281,0.7226729393005371,0.6874135732650757,0.7866275310516357,0.6939477324485779,39,9839,
,,,,,,,,39,9839,0.8972981572151184
